num views,num rows,num channels,batch size,peak memory (GB),avail memory (GB),elapsed time0 (sec),elapsed time1 (sec)
500,250,1250,100,4.029,10.026,48.2,48.2
500,250,1250,250,4.780,10.026,44.9,44.9
500,250,1250,500,5.374,10.026,46.1,46.1
500,250,1250,800,5.374,10.026,38.5,38.5
500,500,50,100,0.943,10.026,8.7,8.7
500,500,50,250,2.102,10.026,4.7,4.7
500,500,50,500,4.004,10.026,4.1,4.1
500,500,50,800,4.004,10.026,3.1,3.1
500,500,100,100,1.549,10.026,10.9,10.9
500,500,100,250,3.205,10.026,6.1,6.1
500,500,100,500,5.851,10.026,5.6,5.6
500,500,100,800,5.851,10.026,1.9,1.9
500,500,250,100,2.417,10.026,11.3,11.3
500,500,250,250,4.133,10.026,7.9,7.9
500,500,250,500,6.629,10.026,7.6,7.6
500,500,250,800,6.629,10.026,3.7,3.7
500,500,500,100,4.285,10.026,19.6,19.6
500,500,500,250,5.797,10.026,15.3,15.3
500,500,500,500,6.944,10.026,15.9,15.9
500,500,500,800,6.944,10.026,11.3,11.3
500,500,800,100,5.235,10.026,38.4,38.4
500,500,800,250,7.062,10.026,35.9,35.9
500,500,800,500,8.742,10.026,36.8,36.8
500,500,800,800,8.742,10.026,27.7,27.7
500,800,50,100,1.615,10.026,8.9,8.9
500,800,50,250,3.656,10.026,4.9,4.9
500,800,50,500,6.812,10.026,5.7,5.7
500,800,50,800,6.812,10.026,4.4,4.4
500,800,100,100,2.639,10.026,11.0,11.0
500,800,100,250,5.529,10.026,6.3,6.3
500,800,100,500,7.283,10.026,7.5,7.5
500,800,100,800,7.283,10.026,2.4,2.4
500,800,250,100,4.028,10.026,13.0,13.0
500,800,250,250,7.016,10.026,9.5,9.5
500,800,250,500,8.645,10.026,10.4,10.4
500,800,250,800,8.645,10.026,5.5,5.5
500,800,500,100,6.713,10.026,26.5,26.5
500,800,500,500,8.897,10.026,24.6,24.6
500,800,500,800,8.897,10.026,18.2,18.2
500,800,800,100,8.524,10.026,67.2,67.2
500,1250,50,100,2.356,10.026,9.1,9.1
500,1250,50,250,3.646,10.026,6.6,6.6
500,1250,50,500,3.669,10.026,6.6,6.6
500,1250,50,800,3.669,10.026,2.0,2.0
500,1250,100,100,3.872,10.026,12.0,12.0
500,1250,100,250,4.723,10.026,10.3,10.3
500,1250,100,500,5.841,10.026,10.5,10.5
500,1250,100,800,5.841,10.026,3.4,3.4
500,1250,250,100,6.041,10.026,16.0,16.0
500,1250,250,250,7.969,10.026,13.2,13.2
500,1250,250,500,7.969,10.026,12.8,12.8
500,1250,250,800,7.969,10.026,8.2,8.2
800,50,50,100,0.211,10.026,8.5,8.5
800,50,50,250,0.406,10.026,5.3,5.3
800,50,50,500,0.644,10.026,4.7,4.7
800,50,50,800,1.254,10.026,6.0,6.0
800,50,100,100,0.266,10.026,11.2,11.2
800,50,100,250,0.554,10.026,6.8,6.8
800,50,100,500,0.806,10.026,6.4,6.4
800,50,100,800,1.398,10.026,8.1,8.1
800,50,250,100,0.431,10.026,10.4,10.4
800,50,250,250,0.566,10.026,6.7,6.7
800,50,250,500,0.933,10.026,7.0,7.0
800,50,250,800,1.110,10.026,8.4,8.4
800,50,500,100,0.594,10.026,11.9,11.9
800,50,500,250,0.799,10.026,8.0,8.0
800,50,500,500,1.141,10.026,8.1,8.1
800,50,500,800,1.141,10.026,9.4,9.4
800,50,800,100,0.843,10.026,16.5,16.5
800,50,800,250,1.062,10.026,13.3,13.3
800,50,800,500,1.563,10.026,13.5,13.5
800,50,800,800,1.563,10.026,15.9,15.9
800,50,1250,100,1.272,10.026,24.7,24.7
800,50,1250,250,1.389,10.026,22.3,22.3
800,50,1250,500,1.715,10.026,22.2,22.2
800,50,1250,800,2.023,10.026,25.5,25.5
800,100,50,100,0.350,10.026,9.0,9.0
800,100,50,250,0.808,10.026,5.3,5.3
800,100,50,500,1.278,10.026,4.4,4.4
800,100,50,800,2.873,10.026,5.3,5.3
800,100,100,100,0.545,10.026,11.9,11.9
800,100,100,250,1.135,10.026,6.8,6.8
800,100,100,500,1.604,10.026,6.1,6.1
800,100,100,800,2.241,10.026,7.4,7.4
800,100,250,100,0.670,10.026,10.9,10.9
800,100,250,250,1.261,10.026,7.1,7.1
800,100,250,500,1.856,10.026,6.3,6.3
800,100,250,800,2.663,10.026,7.7,7.7
800,100,500,100,1.175,10.026,13.4,13.4
800,100,500,250,1.743,10.026,9.3,9.3
800,100,500,500,2.271,10.026,7.8,7.8
800,100,500,800,2.271,10.026,9.2,9.2
800,100,800,100,1.558,10.026,22.8,22.8
800,100,800,250,2.267,10.026,16.2,16.2
800,100,800,500,2.751,10.026,14.0,14.0
800,100,800,800,2.773,10.026,16.6,16.6
800,100,1250,100,2.291,10.026,37.0,37.0
800,100,1250,250,2.809,10.026,30.3,30.3
800,100,1250,500,3.845,10.026,24.6,24.6
800,100,1250,800,4.020,10.026,27.9,27.9
800,250,50,100,0.525,10.026,9.4,9.4
800,250,50,250,0.895,10.026,5.4,5.4
800,250,50,500,1.684,10.026,5.0,5.0
800,250,50,800,3.184,10.026,6.1,6.1
800,250,100,100,0.886,10.026,11.3,11.3
800,250,100,250,1.423,10.026,6.7,6.7
800,250,100,500,2.511,10.026,6.2,6.2
800,250,100,800,3.517,10.026,7.6,7.6
800,250,250,100,1.487,10.026,11.4,11.4
800,250,250,250,2.021,10.026,7.9,7.9
800,250,250,500,3.140,10.026,7.4,7.4
800,250,250,800,4.152,10.026,8.7,8.7
800,250,500,100,2.657,10.026,17.6,17.6
800,250,500,250,3.221,10.026,13.0,13.0
800,250,500,500,4.171,10.026,12.1,12.1
800,250,500,800,5.359,10.026,13.4,13.4
800,250,800,100,3.655,10.026,31.2,31.2
800,250,800,250,4.077,10.026,26.5,26.5
800,250,800,500,5.227,10.026,25.9,25.9
800,250,800,800,6.497,10.026,28.0,28.0
800,250,1250,100,5.713,10.026,61.4,61.4
800,250,1250,250,5.730,10.026,54.6,54.6
800,250,1250,500,6.601,10.026,60.6,60.6
800,250,1250,800,7.029,10.026,60.9,60.9
800,500,50,100,1.051,10.026,9.2,9.2
800,500,50,250,1.780,10.026,5.3,5.3
800,500,50,500,3.367,10.026,4.8,4.8
800,500,50,800,6.443,10.026,5.9,5.9
800,500,100,100,1.772,10.026,11.7,11.7
800,500,100,250,2.846,10.026,7.0,7.0
800,500,100,500,5.023,10.026,6.4,6.4
800,500,100,800,6.990,10.026,7.8,7.8
800,500,250,100,2.973,10.026,13.2,13.2
800,500,250,250,4.041,10.026,9.5,9.5
800,500,250,500,6.280,10.026,9.0,9.0
800,500,250,800,8.261,10.026,10.3,10.3
800,500,500,100,5.312,10.026,24.8,24.8
800,500,500,250,6.255,10.026,19.5,19.5
800,500,500,500,8.341,10.026,18.2,18.2
800,500,800,100,7.156,10.026,49.9,49.9
800,500,800,250,8.149,10.026,43.6,43.6
800,800,50,100,1.789,10.026,9.3,9.3
800,800,50,250,3.055,10.026,5.3,5.3
800,800,50,500,4.039,10.026,7.4,7.4
800,800,50,800,4.039,10.026,6.8,6.8
800,800,100,100,2.997,10.026,11.8,11.8
800,800,100,250,4.874,10.026,7.3,7.3
800,800,100,500,4.968,10.026,10.1,10.1
800,800,100,800,6.257,10.026,10.6,10.6
800,800,250,100,4.918,10.026,15.6,15.6
800,800,250,250,6.788,10.026,11.6,11.6
800,800,250,500,7.172,10.026,14.7,14.7
800,800,250,800,8.360,10.026,15.2,15.2
800,800,500,100,8.501,10.026,35.1,35.1
800,1250,50,100,2.627,10.026,9.8,9.8
800,1250,50,250,3.723,10.026,7.2,7.2
800,1250,50,500,3.894,10.026,7.1,7.1
800,1250,50,800,3.964,10.026,7.0,7.0
800,1250,100,100,4.431,10.026,13.3,13.3
800,1250,100,250,4.986,10.026,11.4,11.4
800,1250,100,500,6.344,10.026,11.3,11.3
800,1250,100,800,6.344,10.026,9.4,9.4
800,1250,250,100,7.432,10.026,19.8,19.8
800,1250,250,250,7.660,10.026,19.1,19.1
800,1250,250,500,9.024,10.026,18.6,18.6
800,1250,250,800,9.024,10.026,18.1,18.1
1250,50,50,100,0.213,10.026,12.9,12.9
1250,50,50,250,0.417,10.026,5.4,5.4
1250,50,50,500,0.789,10.026,9.2,9.2
1250,50,50,800,0.789,10.026,7.3,7.3
1250,50,100,100,0.336,10.026,17.7,17.7
1250,50,100,250,0.707,10.026,7.2,7.2
1250,50,100,500,1.152,10.026,11.4,11.4
1250,50,100,800,1.152,10.026,11.0,11.0
1250,50,250,100,0.482,10.026,16.3,16.3
1250,50,250,250,0.743,10.026,7.3,7.3
1250,50,250,500,1.452,10.026,11.9,11.9
1250,50,250,800,1.452,10.026,11.3,11.3
1250,50,500,100,0.842,10.026,17.4,17.4
1250,50,500,250,1.036,10.026,8.4,8.4
1250,50,500,500,1.518,10.026,13.2,13.2
1250,50,500,800,1.586,10.026,12.7,12.7
1250,50,800,100,1.183,10.026,27.2,27.2
1250,50,800,250,1.362,10.026,15.0,15.0
1250,50,800,500,1.825,10.026,22.2,22.2
1250,50,800,800,1.893,10.026,21.8,21.8
1250,50,1250,100,1.779,10.026,40.4,40.4
1250,50,1250,250,1.909,10.026,24.6,24.6
1250,50,1250,500,2.575,10.026,34.1,34.1
1250,50,1250,800,2.575,10.026,34.5,34.5
1250,100,50,100,0.371,10.026,12.8,12.8
1250,100,50,250,1.018,10.026,5.8,5.8
1250,100,50,500,1.569,10.026,8.3,8.3
1250,100,50,800,1.569,10.026,6.8,6.8
1250,100,100,100,0.615,10.026,16.7,16.7
1250,100,100,250,1.457,10.026,7.7,7.7
1250,100,100,500,1.732,10.026,11.9,11.9
1250,100,100,800,1.732,10.026,10.5,10.5
1250,100,250,100,0.899,10.026,16.3,16.3
1250,100,250,250,1.671,10.026,7.9,7.9
1250,100,250,500,2.338,10.026,11.9,11.9
1250,100,250,800,2.338,10.026,10.8,10.8
1250,100,500,100,1.574,10.026,19.2,19.2
1250,100,500,250,2.507,10.026,12.0,12.0
1250,100,500,500,2.843,10.026,15.6,15.6
1250,100,500,800,2.843,10.026,13.5,13.5
1250,100,800,100,2.361,10.026,31.0,31.0
1250,100,800,250,2.905,10.026,24.7,24.7
1250,100,800,500,3.784,10.026,28.0,28.0
1250,100,800,800,3.784,10.026,24.8,24.8
1250,100,1250,100,3.548,10.026,49.9,49.9
1250,100,1250,250,4.128,10.026,46.4,46.4
1250,100,1250,500,4.365,10.026,48.2,48.2
1250,100,1250,800,4.625,10.026,42.2,42.2
1250,250,50,100,0.594,10.026,13.8,13.8
1250,250,50,250,1.163,10.026,5.7,5.7
1250,250,50,500,1.793,10.026,8.7,8.7
1250,250,50,800,1.818,10.026,7.0,7.0
1250,250,100,100,1.038,10.026,17.0,17.0
1250,250,100,250,1.874,10.026,7.3,7.3
1250,250,100,500,2.776,10.026,11.4,11.4
1250,250,100,800,2.776,10.026,10.5,10.5
1250,250,250,100,1.890,10.026,17.6,17.6
1250,250,250,250,2.764,10.026,9.1,9.1
1250,250,250,500,3.686,10.026,13.2,13.2
1250,250,250,800,3.686,10.026,12.0,12.0
1250,250,500,100,3.566,10.026,26.3,26.3
1250,250,500,250,4.410,10.026,16.8,16.8
1250,250,500,500,5.182,10.026,20.4,20.4
1250,250,500,800,5.523,10.026,19.3,19.3
1250,250,800,100,5.666,10.026,47.5,47.5
1250,250,800,250,5.842,10.026,34.9,34.9
1250,250,800,500,6.777,10.026,40.6,40.6
1250,250,800,800,6.973,10.026,38.6,38.6
1250,250,1250,100,8.857,10.026,91.5,91.5
1250,250,1250,250,8.857,10.026,83.4,83.4
1250,250,1250,500,8.857,10.026,93.1,93.1
1250,500,50,100,1.191,10.026,13.5,13.5
1250,500,50,250,2.312,10.026,5.7,5.7
1250,500,50,500,3.609,10.026,8.6,8.6
1250,500,50,800,3.641,10.026,7.0,7.0
1250,500,100,100,2.075,10.026,17.0,17.0
1250,500,100,250,3.748,10.026,7.6,7.6
1250,500,100,500,5.568,10.026,11.8,11.8
1250,500,100,800,5.568,10.026,10.7,10.7
1250,500,250,100,3.779,10.026,20.1,20.1
1250,500,250,250,5.528,10.026,11.6,11.6
1250,500,250,500,7.371,10.026,15.4,15.4
1250,500,250,800,7.371,10.026,14.5,14.5
1250,500,500,100,7.080,10.026,36.4,36.4
1250,500,500,250,8.586,10.026,26.7,26.7
1250,500,500,500,9.372,10.026,36.8,36.8
1250,800,50,100,2.005,10.026,13.5,13.5
1250,800,50,250,3.957,10.026,5.9,5.9
1250,800,50,500,4.805,10.026,11.9,11.9
1250,800,50,800,4.887,10.026,7.0,7.0
1250,800,100,100,3.446,10.026,17.5,17.5
1250,800,100,250,6.399,10.026,8.3,8.3
1250,800,100,500,6.399,10.026,18.7,18.7
1250,800,100,800,6.716,10.026,11.3,11.3
1250,800,250,100,6.130,10.026,23.6,23.6
1250,800,250,250,7.710,10.026,18.2,18.2
1250,800,250,500,7.943,10.026,25.3,25.3
1250,800,250,800,9.250,10.026,17.9,17.9
1250,1250,50,100,2.978,10.026,14.4,14.4
1250,1250,50,250,4.499,10.026,7.9,7.9
1250,1250,50,500,4.676,10.026,13.0,13.0
1250,1250,50,800,4.704,10.026,7.7,7.7
1250,1250,100,100,5.187,10.026,19.8,19.8
1250,1250,100,250,5.886,10.026,12.8,12.8
1250,1250,100,500,7.172,10.026,21.1,21.1
1250,1250,100,800,7.317,10.026,12.9,12.9
1250,1250,250,100,9.334,10.026,29.8,29.8
50,50,50,100,0.078,20.053,7.5,7.5
50,50,50,250,0.078,20.053,2.9,2.9
50,50,50,500,0.078,20.053,3.0,3.0
50,50,50,800,0.078,20.053,3.0,3.0
50,50,100,100,0.134,20.053,8.1,8.1
50,50,100,250,0.134,20.053,2.9,2.9
50,50,100,500,0.134,20.053,2.8,2.8
50,50,100,800,0.134,20.053,2.7,2.7
50,50,250,100,0.117,20.053,5.7,5.7
50,50,250,250,0.117,20.053,2.0,2.0
50,50,250,500,0.117,20.053,2.0,2.0
50,50,250,800,0.117,20.053,1.9,1.9
50,50,500,100,0.194,20.053,7.1,7.1
50,50,500,250,0.194,20.053,3.1,3.1
50,50,500,500,0.194,20.053,3.1,3.1
50,50,500,800,0.194,20.053,3.2,3.2
50,50,800,100,0.176,20.053,8.9,8.9
50,50,800,250,0.176,20.053,5.0,5.0
50,50,800,500,0.176,20.053,4.9,4.9
50,50,800,800,0.176,20.053,5.0,5.0
50,50,1250,100,0.341,20.053,11.8,11.8
50,50,1250,250,0.341,20.053,8.7,8.7
50,50,1250,500,0.341,20.053,8.7,8.7
50,50,1250,800,0.341,20.053,8.2,8.2
50,100,50,100,0.157,20.053,7.2,7.2
50,100,50,250,0.157,20.053,2.7,2.7
50,100,50,500,0.157,20.053,2.8,2.8
50,100,50,800,0.157,20.053,2.8,2.8
50,100,100,100,0.232,20.053,7.1,7.1
50,100,100,250,0.232,20.053,1.9,1.9
50,100,100,500,0.232,20.053,1.9,1.9
50,100,100,800,0.232,20.053,1.8,1.8
50,100,250,100,0.254,20.053,7.5,7.5
50,100,250,250,0.254,20.053,3.7,3.7
50,100,250,500,0.254,20.053,3.7,3.7
50,100,250,800,0.254,20.053,3.6,3.6
50,100,500,100,0.386,20.053,6.6,6.6
50,100,500,250,0.386,20.053,2.8,2.8
50,100,500,500,0.386,20.053,2.7,2.7
50,100,500,800,0.386,20.053,2.6,2.6
50,100,800,100,0.353,20.053,9.5,9.5
50,100,800,250,0.353,20.053,6.3,6.3
50,100,800,500,0.353,20.053,6.2,6.2
50,100,800,800,0.353,20.053,6.3,6.3
50,100,1250,100,0.668,20.053,13.4,13.4
50,100,1250,250,0.668,20.053,11.2,11.2
50,100,1250,500,0.668,20.053,12.0,12.0
50,100,1250,800,0.668,20.053,10.8,10.8
50,250,50,100,0.202,20.053,6.8,6.8
50,250,50,250,0.202,20.053,2.2,2.2
50,250,50,500,0.202,20.053,2.3,2.3
50,250,50,800,0.202,20.053,2.3,2.3
50,250,100,100,0.308,20.053,7.4,7.4
50,250,100,250,0.308,20.053,2.1,2.1
50,250,100,500,0.308,20.053,2.1,2.1
50,250,100,800,0.308,20.053,2.1,2.1
50,250,250,100,0.394,20.053,6.2,6.2
50,250,250,250,0.394,20.053,2.4,2.4
50,250,250,500,0.394,20.053,2.4,2.4
50,250,250,800,0.394,20.053,2.3,2.3
50,250,500,100,0.960,20.053,7.6,7.6
50,250,500,250,0.960,20.053,3.8,3.8
50,250,500,500,0.960,20.053,3.8,3.8
50,250,500,800,0.960,20.053,3.7,3.7
50,250,800,100,0.767,20.053,12.1,12.1
50,250,800,250,0.767,20.053,9.8,9.8
50,250,800,500,0.767,20.053,9.3,9.3
50,250,800,800,0.767,20.053,10.4,10.4
50,250,1250,100,1.649,20.053,21.2,21.2
50,250,1250,250,1.649,20.053,21.4,21.4
50,250,1250,500,1.649,20.053,21.9,21.9
50,250,1250,800,1.649,20.053,22.3,22.3
50,500,50,100,0.405,20.053,7.7,7.7
50,500,50,250,0.405,20.053,3.1,3.1
50,500,50,500,0.405,20.053,3.2,3.2
50,500,50,800,0.405,20.053,3.2,3.2
50,500,100,100,0.616,20.053,7.4,7.4
50,500,100,250,0.616,20.053,2.1,2.1
50,500,100,500,0.616,20.053,2.1,2.1
50,500,100,800,0.616,20.053,2.1,2.1
50,500,250,100,0.788,20.053,6.5,6.5
50,500,250,250,0.788,20.053,2.9,2.9
50,500,250,500,0.788,20.053,2.8,2.8
50,500,250,800,0.788,20.053,2.7,2.7
50,500,500,100,1.917,20.053,9.0,9.0
50,500,500,250,1.917,20.053,5.5,5.5
50,500,500,500,1.917,20.053,5.6,5.6
50,500,500,800,1.917,20.053,5.6,5.6
50,500,800,100,1.526,20.053,17.7,17.7
50,500,800,250,1.526,20.053,16.0,16.0
50,500,800,500,1.526,20.053,17.6,17.6
50,500,800,800,1.526,20.053,16.6,16.6
50,500,1250,100,3.285,20.053,38.1,38.1
50,500,1250,250,3.285,20.053,35.9,35.9
50,500,1250,500,3.285,20.053,36.0,36.0
50,500,1250,800,3.285,20.053,38.1,38.1
50,800,50,100,0.706,20.053,7.6,7.6
50,800,50,250,0.706,20.053,3.0,3.0
50,800,50,500,0.706,20.053,3.1,3.1
50,800,50,800,0.706,20.053,3.1,3.1
50,800,100,100,1.069,20.053,7.3,7.3
50,800,100,250,1.069,20.053,2.1,2.1
50,800,100,500,1.069,20.053,2.1,2.1
50,800,100,800,1.069,20.053,2.1,2.1
50,800,250,100,1.341,20.053,6.8,6.8
50,800,250,250,1.341,20.053,3.3,3.3
50,800,250,500,1.341,20.053,3.2,3.2
50,800,250,800,1.341,20.053,3.1,3.1
50,800,500,100,3.065,20.053,10.9,10.9
50,800,500,250,3.065,20.053,7.7,7.7
50,800,500,500,3.065,20.053,7.7,7.7
50,800,500,800,3.065,20.053,7.7,7.7
50,800,800,100,2.466,20.053,30.1,30.1
50,800,800,250,2.466,20.053,29.4,29.4
50,800,800,500,2.466,20.053,29.4,29.4
50,800,800,800,2.466,20.053,28.8,28.8
50,800,1250,100,5.248,20.053,68.9,68.9
50,800,1250,250,5.248,20.053,66.3,66.3
50,800,1250,500,5.248,20.053,66.2,66.2
50,800,1250,800,5.248,20.053,76.0,76.0
50,1250,50,100,1.012,20.053,6.9,6.9
50,1250,50,250,1.012,20.053,2.3,2.3
50,1250,50,500,1.012,20.053,2.3,2.3
50,1250,50,800,1.012,20.053,2.4,2.4
50,1250,100,100,1.539,20.053,6.7,6.7
50,1250,100,250,1.539,20.053,1.4,1.4
50,1250,100,500,1.539,20.053,1.4,1.4
50,1250,100,800,1.539,20.053,1.4,1.4
50,1250,250,100,1.970,20.053,6.6,6.6
50,1250,250,250,1.970,20.053,3.3,3.3
50,1250,250,500,1.970,20.053,3.3,3.3
50,1250,250,800,1.970,20.053,3.2,3.2
50,1250,500,100,4.787,20.053,13.2,13.2
50,1250,500,250,4.787,20.053,10.1,10.1
50,1250,500,500,4.787,20.053,10.1,10.1
50,1250,500,800,4.787,20.053,10.0,10.0
50,1250,800,100,3.803,20.053,39.2,39.2
50,1250,800,250,3.803,20.053,38.3,38.3
50,1250,800,500,3.803,20.053,38.1,38.1
50,1250,800,800,3.803,20.053,38.9,38.9
50,1250,1250,100,8.192,20.053,101.5,101.5
50,1250,1250,250,8.192,20.053,109.7,109.7
50,1250,1250,500,8.192,20.053,85.3,85.3
50,1250,1250,800,8.192,20.053,106.4,106.4
100,50,50,100,0.196,20.053,6.4,6.4
100,50,50,250,0.196,20.053,2.2,2.2
100,50,50,500,0.196,20.053,2.0,2.0
100,50,50,800,0.196,20.053,2.1,2.1
100,50,100,100,0.234,20.053,7.2,7.2
100,50,100,250,0.234,20.053,2.2,2.2
100,50,100,500,0.234,20.053,2.0,2.0
100,50,100,800,0.234,20.053,1.9,1.9
100,50,250,100,0.286,20.053,7.5,7.5
100,50,250,250,0.286,20.053,4.0,4.0
100,50,250,500,0.286,20.053,3.8,3.8
100,50,250,800,0.286,20.053,3.6,3.6
100,50,500,100,0.284,20.053,8.1,8.1
100,50,500,250,0.284,20.053,4.4,4.4
100,50,500,500,0.284,20.053,4.2,4.2
100,50,500,800,0.284,20.053,4.1,4.1
100,50,800,100,0.337,20.053,8.0,8.0
100,50,800,250,0.337,20.053,4.4,4.4
100,50,800,500,0.337,20.053,4.2,4.2
100,50,800,800,0.337,20.053,4.1,4.1
100,50,1250,100,0.412,20.053,10.5,10.5
100,50,1250,250,0.467,20.053,7.2,7.2
100,50,1250,500,0.467,20.053,7.2,7.2
100,50,1250,800,0.467,20.053,6.7,6.7
100,100,50,100,0.313,20.053,6.6,6.6
100,100,50,250,0.313,20.053,2.3,2.3
100,100,50,500,0.313,20.053,2.2,2.2
100,100,50,800,0.313,20.053,2.2,2.2
100,100,100,100,0.422,20.053,8.7,8.7
100,100,100,250,0.422,20.053,3.8,3.8
100,100,100,500,0.422,20.053,3.6,3.6
100,100,100,800,0.422,20.053,3.5,3.5
100,100,250,100,0.412,20.053,5.8,5.8
100,100,250,250,0.412,20.053,2.3,2.3
100,100,250,500,0.412,20.053,2.1,2.1
100,100,250,800,0.412,20.053,2.0,2.0
100,100,500,100,0.507,20.053,6.8,6.8
100,100,500,250,0.507,20.053,3.1,3.1
100,100,500,500,0.507,20.053,2.9,2.9
100,100,500,800,0.507,20.053,2.8,2.8
100,100,800,100,0.551,20.053,10.4,10.4
100,100,800,250,0.597,20.053,7.0,7.0
100,100,800,500,0.597,20.053,6.8,6.8
100,100,800,800,0.597,20.053,6.6,6.6
100,100,1250,100,0.747,20.053,14.1,14.1
100,100,1250,250,0.934,20.053,12.1,12.1
100,100,1250,500,0.934,20.053,11.3,11.3
100,100,1250,800,0.934,20.053,11.1,11.1
100,250,50,100,0.405,20.053,6.8,6.8
100,250,50,250,0.405,20.053,2.4,2.4
100,250,50,500,0.405,20.053,2.2,2.2
100,250,50,800,0.405,20.053,2.3,2.3
100,250,100,100,0.599,20.053,7.4,7.4
100,250,100,250,0.599,20.053,2.3,2.3
100,250,100,500,0.599,20.053,2.1,2.1
100,250,100,800,0.599,20.053,2.0,2.0
100,250,250,100,0.699,20.053,6.2,6.2
100,250,250,250,0.699,20.053,2.6,2.6
100,250,250,500,0.699,20.053,2.4,2.4
100,250,250,800,0.699,20.053,2.3,2.3
100,250,500,100,1.006,20.053,7.9,7.9
100,250,500,250,1.006,20.053,4.3,4.3
100,250,500,500,1.006,20.053,4.1,4.1
100,250,500,800,1.006,20.053,4.0,4.0
100,250,800,100,1.204,20.053,13.2,13.2
100,250,800,250,1.494,20.053,10.9,10.9
100,250,800,500,1.494,20.053,10.0,10.0
100,250,800,800,1.494,20.053,10.8,10.8
100,250,1250,100,1.868,20.053,22.3,22.3
100,250,1250,250,2.334,20.053,21.3,21.3
100,250,1250,500,2.334,20.053,19.6,19.6
100,250,1250,800,2.334,20.053,22.9,22.9
100,500,50,100,0.809,20.053,6.8,6.8
100,500,50,250,0.809,20.053,2.3,2.3
100,500,50,500,0.809,20.053,2.2,2.2
100,500,50,800,0.809,20.053,2.2,2.2
100,500,100,100,1.197,20.053,7.4,7.4
100,500,100,250,1.197,20.053,2.3,2.3
100,500,100,500,1.197,20.053,2.1,2.1
